#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,1. FC Kaiserslautern,FCK,6,5,1,0,14:6,8,16
2,Bayern München,FCB,5,5,0,0,14:1,13,15
3,Bayer Leverkusen,B04,5,4,1,0,14:5,9,13
4,FC Schalke 04,S04,5,4,1,0,10:4,6,13
5,Werder Bremen,SVW,6,4,1,1,10:6,4,13
6,VfB Stuttgart,VFB,6,3,3,0,7:1,6,12
7,Hertha BSC,BSC,5,3,0,2,10:7,3,9
8,SC Freiburg,SCF,5,2,2,1,9:6,3,8
9,Borussia Dortmund,BVB,5,2,1,2,7:5,2,7
10,Hamburger SV,HSV,6,2,1,3,11:11,0,7
11,Energie Cottbus,FCE,6,2,1,3,7:11,-4,7
12,TSV 1860 München,M60,6,2,1,3,6:15,-9,7
13,Bor. Mönchengladbach,BMG,6,1,3,2,6:7,-1,6
14,1. FC Köln,KOE,6,2,0,4,5:11,-6,6
15,VfL Wolfsburg,WOB,5,1,2,2,4:5,-1,5
16,FC Hansa Rostock,ROS,5,1,2,2,5:7,-2,5
17,FC St. Pauli,STP,5,1,1,3,5:5,0,4
18,1. FC Nürnberg,FCN,6,1,1,4,6:11,-5,4
