#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,11,8,1,2,24:14,10,25
2,Eintracht Frankfurt,SGE,11,5,4,2,24:18,6,19
3,Bayer Leverkusen,B04,10,5,2,3,16:8,8,17
4,VfB Stuttgart,VFB,11,5,2,4,24:19,5,17
5,VfL Wolfsburg,WOB,11,4,5,2,15:11,4,17
6,RB Leipzig,RBL,10,4,4,2,16:11,5,16
7,Werder Bremen,SVW,11,4,4,3,17:14,3,16
8,Borussia Dortmund,BVB,11,5,1,5,19:17,2,16
9,1. FC Köln,KOE,10,4,3,3,9:14,-5,15
10,Bor. Mönchengladbach,BMG,9,3,4,2,18:18,0,13
11,1. FC Union Berlin,FCU,10,3,3,4,13:13,0,12
12,FC Augsburg,FCA,9,3,2,4,9:13,-4,11
13,SC Freiburg,SCF,9,3,2,4,11:17,-6,11
14,1899 Hoffenheim,TSG,10,3,2,5,14:21,-7,11
15,Hertha BSC,BSC,10,2,3,5,14:16,-2,9
16,Arminia Bielefeld,DSC,9,1,2,6,5:16,-11,5
17,1. FSV Mainz 05,M05,9,1,2,6,9:21,-12,5
18,FC Schalke 04,S04,9,0,3,6,7:30,-23,3
