#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Hertha BSC,BSC,4,4,0,0,10:2,8,12
2,Bayern München,FCB,4,3,1,0,16:7,9,10
3,Hamburger SV,HSV,4,3,1,0,7:2,5,10
4,Borussia Dortmund,BVB,4,3,0,1,7:2,5,9
5,TSV 1860 München,M60,4,3,0,1,8:4,4,9
6,MSV Duisburg,MSV,4,2,2,0,7:4,3,8
7,VfB Stuttgart,VFB,4,2,1,1,6:2,4,7
8,Bayer Leverkusen,B04,4,2,1,1,9:6,3,7
9,FC Hansa Rostock,ROS,4,2,1,1,8:6,2,7
10,1. FC Kaiserslautern,FCK,4,2,1,1,9:8,1,7
11,Bor. Mönchengladbach,BMG,4,1,1,2,6:6,0,4
12,VfL Bochum,BOC,4,1,1,2,4:4,0,4
13,Eintracht Frankfurt,SGE,4,1,1,2,8:9,-1,4
14,FC Schalke 04,S04,4,1,1,2,4:6,-2,4
15,SC Freiburg,SCF,4,0,3,1,3:5,-2,3
16,1. FC Nürnberg,FCN,4,0,3,1,3:7,-4,3
17,VfL Wolfsburg,WOB,4,0,2,2,3:6,-3,2
18,Werder Bremen,SVW,4,0,1,3,6:9,-3,1
