#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Werder Bremen,SVW,2,2,0,0,4:0,4,6
2,VfB Stuttgart,VFB,2,2,0,0,3:0,3,6
3,1. FC Kaiserslautern,FCK,1,1,0,0,2:1,1,3
3,Bayer Leverkusen,B04,1,1,0,0,2:1,1,3
5,Hannover 96,H96,2,1,0,1,3:4,-1,3
6,TSV 1860 München,M60,2,1,0,1,2:3,-1,3
7,Bayern München,FCB,1,0,1,0,3:3,0,1
8,Borussia Dortmund,BVB,1,0,1,0,2:2,0,1
8,FC Hansa Rostock,ROS,1,0,1,0,2:2,0,1
10,Bor. Mönchengladbach,BMG,1,0,1,0,1:1,0,1
10,FC Schalke 04,S04,1,0,1,0,1:1,0,1
12,Hertha BSC,BSC,1,0,1,0,0:0,0,1
13,SC Freiburg,SCF,2,0,1,1,1:4,-3,1
14,Hamburger SV,HSV,2,0,1,1,2:6,-4,1
15,1. FC Köln,KOE,2,0,0,2,1:3,-2,0
16,VfL Bochum,BOC,2,0,0,2,2:5,-3,0
17,VfL Wolfsburg,WOB,1,0,0,1,0:4,-4,0
18,Eintracht Frankfurt,SGE,2,0,0,2,1:6,-5,0
