#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,Bayern München,FCB,1,1,0,0,5:0,5,3
2,Borussia Dortmund,BVB,1,1,0,0,4:0,4,3
3,FC Schalke 04,S04,1,1,0,0,3:0,3,3
4,1. FC Köln,KOE,1,1,0,0,3:1,2,3
5,Bayer Leverkusen,B04,1,1,0,0,2:1,1,3
5,VfL Wolfsburg,WOB,1,1,0,0,2:1,1,3
7,FC Ingolstadt 04,FCI,1,1,0,0,1:0,1,3
7,Hertha BSC,BSC,1,1,0,0,1:0,1,3
9,Hannover 96,H96,1,0,1,0,2:2,0,1
9,SV Darmstadt 98,D98,1,0,1,0,2:2,0,1
11,1899 Hoffenheim,TSG,1,0,0,1,1:2,-1,0
11,Eintracht Frankfurt,SGE,1,0,0,1,1:2,-1,0
13,1. FSV Mainz 05,M05,1,0,0,1,0:1,-1,0
13,FC Augsburg,FCA,1,0,0,1,0:1,-1,0
15,VfB Stuttgart,VFB,1,0,0,1,1:3,-2,0
16,Werder Bremen,SVW,1,0,0,1,0:3,-3,0
17,Bor. Mönchengladbach,BMG,1,0,0,1,0:4,-4,0
18,Hamburger SV,HSV,1,0,0,1,0:5,-5,0
