#,Mannschaft,Mannschaft_Code,Sp.,S,U,N,Tore,Diff.,Pkt.
1,FC Schalke 04,S04,5,3,1,1,8:4,4,10
2,Bayern München,FCB,5,3,1,1,7:5,2,10
3,Borussia Dortmund,BVB,4,3,0,1,6:1,5,9
4,Werder Bremen,SVW,5,2,2,1,12:6,6,8
5,Hamburger SV,HSV,5,2,2,1,7:6,1,8
6,VfB Stuttgart,VFB,5,2,1,2,3:6,-3,7
7,Bayer Leverkusen,B04,5,1,3,1,3:4,-1,6
8,TSV 1860 München,M60,4,1,1,2,4:6,-2,4
9,Arminia Bielefeld,DSC,5,1,1,3,4:10,-6,4
10,VfL Wolfsburg,WOB,4,0,3,1,4:5,-1,3
11,Eintracht Frankfurt,SGE,4,1,0,3,4:8,-4,3
12,SC Freiburg,SCF,4,0,2,2,3:6,-3,2
13,Hertha BSC,BSC,4,0,2,2,4:10,-6,2
14,MSV Duisburg,MSV,5,0,1,4,5:11,-6,1
15,SSV Ulm 1846,ULM,4,0,1,3,5:12,-7,1
16,1. FC Kaiserslautern,FCK,4,0,1,3,5:14,-9,1
17,SpVgg Unterhaching,UNT,5,0,0,5,2:10,-8,0
18,FC Hansa Rostock,ROS,4,0,0,4,2:15,-13,0
